Page ID,Page Name,Disclaimer,Amount Spent (MXN),Number of Ads in Library
410866719647281,Mariano Torres,Mariano Torres,37722,64
688172781386207,Azael Santiago Chepi,Azael Santiago Chepi,37676,35
1447605802172501,Karla Fiesco García,Karla Fiesco García,37617,49
407868429421487,Juan Manuel Hernández Niebla,Juan Manuel Hernández Niebla,37616,102
104990037607651,Las Noticias - Durango,Las Noticias Durango,37573,16
641155359347462,Citlalli Hernández Mora,Citlalli Hernández Mora,37315,4
1373811859301698,Secretaría de Salud de Michoacán,Secretaría de Salud del Estado de Michoacán,37098,21
946165805559850,Guille Alvarado,Guillermina Alvarado,36961,16
229694740419506,Secretaría de Obras y Servicios de la Ciudad de México,These ads ran without a disclaimer,36766,5
323357014666928,Israel Felix Soto,Carlos Alberto Ramirez Cabrera,36623,17
106511011042746,Alejandro Puerto,Alejandro Puerto,36485,88
756397431107703,Omar Ortega Álvarez -Oficial,Agencia Digital Gamol,36467,58
357288271429530,Recuerdos Regiomontanos,Recuerdos Regiomontanos,36412,15
105602692981191,Damián Zepeda Vidales,Damián Zepeda Vidales,36323,39
158390134545744,Sindicatos Unidos de México,Sindicatos Unidos de México,36320,11
1977832929128002,Angel Emmanuel Gutiérrez,Angel Emmanuel Gutiérrez,36227,59
617425284939463,Elí Topete,Fernando Cruz Rocha,36147,45
180425288675416,Manuel Rodríguez González,Manuel Rodríguez González,36078,29
1667181560266221,Partido Verde Estado de México,Partido Verde Estado de México,36076,10
1827397494177329,Aurora López Acevedo,José Eduardo Vásquez Morales,35776,230
103547291058979,Juntos con San Luis,Gabriela Pantoja,35728,36
695915467133155,UNIR México - La Universidad Internacional de La Rioja en México,These ads ran without a disclaimer,35644,5
101507011573368,Carmen Almeida Navarro,Ruth Verónica Barreto Merino,35466,38
148091309104545,Victor Santibañez Noé,Partido Verde Ecologista de México,35400,14
1972100996351855,Ulises García,Ulises García,35396,17
101278268153803,Checo Hernandez Sainz,Sergio Hernandez Sainz,35113,72
451130855086394,Polo Deschamps,Hipolito Deschamps Espino Barros,35060,56
198100480315124,José Juan Espinosa,Jose Juan Espinosa,34800,61
371358412904976,Christian Pulido,Christian Pulido,34728,194
705231336167762,Entérate MX,Ciudad Capital,34583,4
648000768561164,Consejo Ciudadano de Seguridad Pública de Baja California,Consejo Ciudadano de Seguridad Pública de Baja California,34519,58
960429197405377,Charlotte González,Partido Verde Ecologista de México,34438,12
170612978451,Manuel Añorve Baños,Manuel Añorve Baños,34427,25
103515057690916,Ricardo Crespo,Ricardo Crespo Arroyo,34288,37
154656868813091,Cuauhtli Badillo Moreno,Cuauhtli Badillo Moreno,34239,41
114947288568415,Laura Rojas,Laura Rojas,34099,13
103205274624484,Raúl Tamez,Partido Verde Ecologista de México,34001,16
104272638012957,Más por Chihuahua,Más por Chihuahua,33790,56
150356928329080,Gobierno de Zacatecas,Gobierno de Zacatecas,33714,7
109811393861066,PAN BC,Partido Acción Nacional Baja California,33705,30
1273611446086374,Javier Mercado,Javier Mercado,33704,83
1424369637876973,Joel Padilla,Ivan Emiliano Padilla Bustamante,33651,48
195432467562002,CódigoQro,CódigoQro,33603,628
948352998623812,Local,Local,33498,43
1540235276266663,Julio Valera Piedras,Julio Valera Piedras,33229,11
105365692831060,Instituto de Elecciones y Participación Ciudadana Chiapas,Adriana Bravo,32975,2
430696447118359,Yolanda Ramírez de Orozco,bogusys,32957,17
815584061873097,Jesús Valenciano,Jesús Valenciano,32922,23
112245067227623,Alcance Diario,Alcance Diario,32893,132
818596368168362,Sylvana Beltrones Sánchez,Sylvana Beltrones Sánchez,32852,18
106239714334157,Amal Esper,Amal Esper,32739,7
99426593472,Daniel Carrillo Martínez,Daniel Carrillo Martínez,32720,22
101391710261608,Netacaribe,Netacaribe,32556,16
3007438336063724,Liz Inungaray,Partido Verde Ecologista de México,32500,20
832298706889408,111%,These ads ran without a disclaimer,32343,1
105417047514432,Martha Loera Arambula,Brecha Comunicación,32304,85
1427227110883812,Periódico Razacero,Periódico Razacero,32302,76
100706211752106,Bienestar Financiera SA,These ads ran without a disclaimer,32291,51
1969793253235853,Brenda Espinoza Lopez,Brenda Espinoza,32267,109
1444189109132895,Rigo Mares,Jr. Mares,32097,45
438035766216106,Adrian Juarez Jimenez,Alonso Juarez Jimenez,31885,13
812123682287247,Corte Informativo,Corte Informativo,31874,12
484623461576046,Gobierno del Estado de Durango,These ads ran without a disclaimer,31823,8
183209585754637,Dani Salgado,Martha Daniela Salgado Marquez,31805,99
112419558791251,Jesús Ma. Moreno "Chuma",If Solutions,31702,49
641374159813984,Yolanda Elizondo Maltos,UDC - Unidad Democrática de Coahuila,31673,40
236349593718788,Jesús María Montemayor Garza,Brecha Comunicación,31447,128
399689356722789,Alejandro Tello,Gobierno de Zacatecas,31326,7
515187618883015,Gabo Salazar,Gabriel Alan Salazar Soto,31301,25
346705012025586,Dolores Padierna,Dolores Padierna,31292,16
117256923478042,Ala Democrática,Ala Democrática,31170,7
249380915511419,Reginaldo Sandoval,Reginaldo Sandoval,31041,48
107350554406412,La ley y el orden Tamaulipas,La ley y el orden Tamaulipas,30945,74
182252948625872,Los Rescatadores,Refleacciona con Responsabilidad A.C.,30934,6
361279587234,Campus Universitario Siglo 21,These ads ran without a disclaimer,30867,2
18523396549,The Church of Jesus Christ of Latter-day Saints,These ads ran without a disclaimer,30811,1
106976277879629,SOMOS Jalisco,SOMOS Jalisco,30688,17
536886746673043,Jóvenes MX,Jóvenes MEX,30579,99
771582112931229,Forever 21,These ads ran without a disclaimer,30522,2
1261892840558050,Esperanza Chapa García,Brecha Comunicación,30133,141
52061777022,Querétaro.Travel,GRUPO VALPI,30118,22
646954005425552,Movimiento Ciudadano Guanajuato,Movimiento Ciudadano Guanajuato,30080,13
511510292199221,Hora Cero Web,Hora Cero Web,30046,11
1235905466532930,Arturo Hernandez,UMX Comunicación,30021,76
421071591561976,México Grilla,México Grilla,29874,9
116215223624226,Círculo Violeta Yucatán,Ciirculo Violeta Yucatan,29500,3
116216726453585,Rigoberto Ramos Ordoñez,Rigoberto Ramos Ordoñez,29483,46
108947062562531,Victor Zanella Huerta,Víctor Manuel Zanella Huerta,29478,12
104169981002558,Hidalgo Decide,Hidalgo Decide,29295,177
1574076239509527,Víctor Báez,Víctor Báez,29268,7
2030286460578647,Luis Araiza,HL Araiza,29073,176
382482699009912,Periodismo Mexicano,Estrategia Social,29058,24
1075399102602145,Sergio Mayer Diputado,Sergio Mayer Diputado,28979,13
107840960994628,Gabriel Cárdenas,Gabriel De Jesus Cardenas Guizar,28719,60
260782760621134,ANPEC MX,These ads ran without a disclaimer,28676,1
115865350325387,San Luis Te Informa,San Luis Te Informa.,28675,9
264060497093390,Shamir Fernández Hernández,Gabriel Francisco Pedro,28643,65
544071485766097,Instituto Electoral de Coahuila.,Instituto Electoral de Coahuila.,28615,20
1911411035852329,Elecciones&Encuestas,Juan Carlos Mendoza Toledo,28465,6
132540460270954,Procuraduría Ambiental y de Ordenamiento Territorial de Guanajuato - PAOT,Ads Project Media,28448,9
322632628342690,Secretaría de Turismo del Estado de Querétaro,GRUPO VALPI,28229,12
245127842701433,Andrés Chávez,Marco Antonio Gómez Angeles,28212,71
549504821882804,Óscar Rosas González,Ads Manager,28172,42
100159558193695,Héctor Chávez,Hector Chávez Ruíz,27837,59
488568771161572,Lorenia Valles,Lorenia Valles,27800,11
968604966532244,Gobierno Municipal de San Miguel de Allende,Gobierno Municipal de San Miguel de Allende,27703,9
863960886993918,Monterrey Informa,Monterrey Informa,27611,166
1027132650637450,Al Momento México,Somos Morales,27500,3
2165258353743924,Coahuila al Momento,Al Momento Noticias,27500,6
407894373329897,Acta Diurna,Estrategia Social,27450,10
318167042321424,Grupo Sandy's Restaurantes,Grupo Sandy's,27400,1
1584859398411954,PAN Sonora,PAN Sonora,27228,65
104450628032528,Aguascalientes Informa,Andres Ernesto Coccaro Machado,27178,29
772299392934195,El Zorro Fronterizo,El Zorro Fronterizo,27135,32
594398217331877,Minerva Hernández Ramos,Minerva Hernández Ramos,27051,38
143772822457780,Ivan Gurrola Vega,Ivan Gurrola Vega,27040,13
119046121884,Gobierno Municipal de Acapulco,Adsocial México,27000,5
111254818909093,Luis Alfonso Silva Romo,Luis Alfonso Silva Romo,26941,27
403915056325207,Blanca Jiménez,Blanca Jiménez,26819,41
1612981602288350,Quinta Fuerza,Quinta Fuerza,26769,22
731169227024204,Blanca Piña,Abel Uriel Saucedo Garcia,26742,25
663617647429023,Juan Melendrez Oficial,Juan Melendrez,26704,57
1542624742637666,Carlos Joaquín,Gobierno del Estado de Quintana Roo,26648,9
264060497093390,Shamir Fernández Hernández,Brecha Comunicación,26647,70
109186150909777,Valeria Mata,Partido Verde Ecologista de México,26571,13
1451173481877627,PT Oaxaca,PT Oaxaca,26559,65
1447162058905900,Jaime Castellanos del Campo,Jaime Alberto Castellanos Del Campo,26526,60
109045531027997,Mujeres Morena Quintana Roo,Mujeres Morena Quintana Roo,26500,2
366084886920827,Celeste Mora,These ads ran without a disclaimer,26495,3
430457856994464,Toyota México,These ads ran without a disclaimer,26454,1
376946485751065,Adriana Hernández,Adriana Hernández,26389,2
156766204997517,Sonia Anel Perez,UDC - Unidad Democrática de Coahuila,26289,40
104680124489636,Demoscopia Digital,Mario Garza,26278,49
123603761060511,José Ignacio Peralta Sánchez,Gobierno Colima,26228,14
108634880782537,Lic. Ricardo Lopez Campos,Brecha Comunicación,26143,108
104539061350300,Thali Treviño,Partido Verde Ecologista de México,26000,14
107365647587339,Procuraduría de los Derechos Humanos del Estado de Guanajuato,AdsProject Media,26000,3
1645564615715704,Secretaría de Salud de Hidalgo,Zito Octavio Alejandre Rosas,25972,19
2370906633189265,Raul Sosa,Raúl Abraham Sosa Vega,25899,27
255087598160063,Radio 13 Digital,Radio 13 Digital,25822,79
113502446965498,Anna Tamez,Ana Rosa Martínez Tamez,25736,31
2234744846783914,Swissquote,These ads ran without a disclaimer,25672,8
106012087759697,Noticias al Norte,Las Noticias,25601,8
109415874209057,Dice la Plebe,Mariana Torres Vargas,25486,5
498314750262212,María Dolores Del Río,María Dolores Del Río,25416,45
2077238452497705,Pedro Joaquin D,Pedro Joaquín,25391,46
1624591081124413,Cuestión de Polémica,Cuestión de Polémica,25199,183
107329881113664,Ciudadano Gobernante Hidalgo,Ciudadano Gobernante,25149,20
561240450934325,Nómada,Nómada,25118,27
280479799317208,Agencia Católica de Noticias,Agencia Católica de Noticias,25076,36
110297290562488,Felipe Maycotte Reyes,Felipe Maycotte,25066,33
1908715999353140,A Tiempo.Tv,A Tiempo.Tv,25046,28
911260148885240,Héctor Castillo,Hector Israel Castillo Olivares,25014,33
109634395756375,Save the Children México,Save the Children México,25004,2
1466882106952970,Gobierno de Tonalá,Gobierno de Tonalá,25000,21
436999696505076,Chihuahua Capital,Chihuahua Capital,25000,1
186677311847724,Maru Cazares,Maru Cazares,24999,38
163560307917372,Gobierno Municipal SLP,Gobierno Municipal SLP,24967,8
1376126592413402,Luis Baños,Mariana Butrón,24817,65
567633750007609,Geovanna Bañuelos,Juan Jose Mendez Rodriguez,24766,18
309922486178649,Cdmx.com,CDMX.com,24750,23
921546757877227,Julia de los Monteros,Martha Arrieta,24597,48
107961564371340,Ernesto Valenciana,Ernesto Valenciana,24578,84
596493497036228,Rosalina Mazari,Rosalina Mazari Espín,24569,13
831588320565611,Gobierno de Ciudad Madero 2018 - 2021,Gobierno de Ciudad Madero 2018 - 2021,24541,83
350508488860,Renán Barrera,Renán Barrera,24475,19
637202699799385,Ernesto Glez Romo,Ernesto González Romo,24460,30
1514407918869306,Celenia Contreras,Lourdes Celenia Contreras Gonzalez,24397,81
146957602130260,IEE BC,IEE BC,24388,9
124478970898557,PRI ESTADO DE MÉXICO,Statera comunicación,24219,20
116175691755266,Silvano Aureoles Conejo,These ads ran without a disclaimer,24181,9
449118195942048,José López Soto,These ads ran without a disclaimer,24120,108
1095846983826123,Emilio De Hoyos,UDC - Unidad Democrática de Coahuila,24115,11
347050702310517,Alfredo Chavez,Alfredo Chávez,24110,88
154163327962392,World Health Organization (WHO),These ads ran without a disclaimer,24101,3
208032075884221,Mario Mata Carrasco,Mario Mata Carrasco,24059,45
844457388935629,Jorge Alberto Nordhausen,Jorge Alberto Nordhausen Carrizales,24051,28
400424903426385,SIMAPAG Guanajuato,Ads Project Media,24017,8
111241680704991,El Demócrata,El Demócrata,23905,18
1665047283579389,24/7 365 noticias,Logística Digital MX,23847,8
101044164952085,Nuevo León Decide,Nuevo León Decide,23790,32
104068951435044,Darina Márquez Uribe,Juan Antonio González Ramos,23781,29
512431908781250,Mario Escobedo,Mario Escobedo,23767,12
267018783320418,Democrats Abroad Mexico,These ads ran without a disclaimer,23722,4
355965035070594,Poncho Peña,Sergio Erick Muñoz Hernandez,23701,92
1052840808059324,Dulce Silva,Adsocial,23694,8
373352619361843,Iris Sánchez Chiu,Iris Sánchez Chiu,23454,19
1757489171180671,Massive Caller,These ads ran without a disclaimer,23416,2
457938367703310,Sol Quintana Roo,Iván Méndez,23326,236
664379213703876,Poncho Danao,Alfonso Danao De La Peña Villareal,23322,92
526406654765188,TopWar:BattleGame,These ads ran without a disclaimer,23315,4
102542454680516,Lupita Oyervides,Brecha Comunicación,23233,68
106239714334157,Amal Esper,César Armando Ramírez Lozano,23232,27
184087985550372,Reneé Rodríguez,Reneé Rodríguez,23192,40
368241933670865,Miguel La Torre Sáenz,Sokolabs,23192,27
101080331558917,Guerrero Vota,Instituto Electoral y de Participación Ciudadana del Estado de Guerrero,23176,14
352495601528125,Instituto Electoral y de Participación Ciudadana del Estado de Guerrero,Instituto Electoral y de Participación Ciudadana del Estado de Guerrero,23130,37
100337308423774,Lennyz Meléndez Chacón,Lennyz Melendez Chacón,23058,93
109790187084381,PREPA en un solo Examen,These ads ran without a disclaimer,23027,39
629587274332990,Despierta el Bajío,Arturo Vázquez Rodríguez,23000,3
195815324490948,Feliciano Flores,Koi comunicacion,22918,6
1479710548743849,Meridiano,Meridiano,22915,10
104742984623741,Roberto Pantoja Castro,Jenson Design,22850,10
399168550507320,Mujeres en Movimiento Guanajuato,Movimiento Ciudadano Guanajuato,22795,18
1935870343195560,Morena Distrito SIETE Hidalgo,Francisco Patiño Cardona,22787,78
112810400353027,Elizabeth Del Bosque Larios,Partido Verde Ecologista de México,22700,12
233616893413162,Gloria Núñez,Gloria Nuñez Sanchez,22681,45
110463480798505,La base está con Gibrán,Mi Corte Informativo,22559,7
113658440335813,Data Tracking,Samuel Espinosa Salazar,22498,53
292073374782474,Municipio de Tlalnepantla de Baz 2019-2021,Municipio de Tlalnepantla de Baz 2019-2021,22428,44
698928537211863,Ayuntamiento de Tijuana,These ads ran without a disclaimer,22384,4
190628341021751,Aleida Alavez Ruiz,Aleida Alavez Ruiz,22354,14
507437302690828,María Elena Limón,María Elena Limón,22253,84
579610005386051,Anapromex Oficial,Anapromex Oficial,22252,53
405824826113969,IEEG Instituto Electoral del Estado de Guanajuato,IEEG Instituto Electoral del Estado de Guanajuato,22238,90
600222377307545,Vínculo Empresarial,Ingrid Madrigal,21987,1
102225384616292,Ricardo Barbosa,Ricardo Barbosa,21923,326
1420522144873874,Álvaro Suárez 5X - Fundación 5X,Alvaro Jose Suarez Garza,21892,133
288409661648016,Canal 8 Noticias,Canal 8 Noticias,21863,9
101768391650774,Javier Guadarrama Caballero,Koi comunicación,21796,18
301981380747,Secretaría de Educación Jalisco,Gobierno de Jalisco,21683,12
129556251000187,Donají Alba,German Gabarrot,21499,12
540263186326216,ElecciónTV,ElecciónTV,21462,58
279118455550097,José Eduardo Torres,José Eduardo Torres,21385,107
243093802904996,Aída Féres de Nader,Aída Féres de Nader,21344,27
1848214921862587,Noticam,Noticam,21285,13
285425575555989,Hugo Dávila,Brecha Comunicación,21273,22
1567133813308190,Julio Cobos Caldelas,Julio Cobos Caldelas,21178,71
242462786456689,Marko Galindo,Unidos Por un Mejor País,21139,58
207938732594991,Congreso del Estado de Guanajuato,Inicia Publicidad,21032,5
189172668511244,José Luis Guillén,Jose Luis Guillén,20977,47
109305717070929,Hugo Villavicencio,Hugo Villavicencio Galardo,20976,24
288932145167469,Municipio de Corregidora,Municipio de Corregidora,20853,215
613806268720822,Carlos Herrera Tello,These ads ran without a disclaimer,20836,14
1871963173033717,Othon Hernández Candanedo,Othon Hernandez Candanedo,20825,94
1382635051978023,Adrián de la Garza,Adrián de la Garza,20800,62
106109177891869,María Estrella Salas García,UDC - Unidad Democrática de Coahuila,20701,58
100127225130917,Rigoberto Arce,Carlos Rene Arce Castro,20695,55
532489630123383,Jaime Dávila Galván,Jaime Davila Galvan,20635,23
235606900176440,Macronews,Macronews,20596,25
113068922066479,Códice S.C.,Códice S.C.,20475,16
198373353604680,Educaedu México,These ads ran without a disclaimer,20440,2
112144857010415,El Futuro de México,These ads ran without a disclaimer,20397,34
697622430420733,Zurda,Zurda,20371,30
114600460281398,el quintanarroense,elquintanarroense,20336,69
1621607258157280,Noticias - Sur de México,Noticias Sur,20290,3
